Chromosome,Chr_Size_bp,Chr_GC_count,Chr_%GC,Chr_AT_count,Chr_%AT
NZ_CP036121.1,5473381,1948645,35.60221734975146,3524736,64.39778265024853
NZ_CP082238.1,3208389,1878201,58.540314157666046,1330188,41.459685842333954
NZ_AP023077.1,3992063,1553257,38.90862944798216,2438806,61.09137055201784
NZ_CP047736.1,4841838,2677478,55.298793557322654,2164360,44.70120644267735
NZ_CP056760.1,5778205,3228703,55.87726638289919,2549502,44.12273361710081
NZ_CP029902.1,4804086,2503540,52.11272237840871,2300546,47.88727762159129
NZ_CP091594.1,5294530,3043233,57.47881303911773,2251297,42.52118696088227
NZ_CP071234.1,5118600,3060436,59.79048958699644,2058164,40.20951041300356
NZ_CP086618.1,5210076,2634785,50.57095136424113,2575291,49.42904863575887
NZ_LR135394.1,2894948,1098297,37.9384016569555,1796651,62.0615983430445
NZ_CP040608.1,1681003,513000,30.517494614822223,1168003,69.48250538517777
NZ_CP025618.2,3088433,1320311,42.75019079254755,1768122,57.24980920745245
NZ_CP079186.1,5420565,3103604,57.256097842199104,2316961,42.743902157800896
NZ_CP072280.1,4096957,1599510,39.04141537243373,2497447,60.95858462756627
NZ_CP026491.1,5087117,2575792,50.63363001086863,2511325,49.36636998913137
NZ_CP078038.1,4857212,2331572,48.00226961475019,2525640,51.99773038524981
NZ_CP033926.1,4860412,1724465,35.47981117650109,3135947,64.52018882349891
NZ_CP084623.1,922482,275113,29.823129340193088,647369,70.17687065980691
NZ_CP040740.1,2718395,1035788,38.10292470373143,1682607,61.89707529626857
NZ_CP042165.1,3249718,2167855,66.70901905949994,1081863,33.29098094050006
NZ_CP083267.1,8085430,5871269,72.61542057750793,2214161,27.384579422492067
NZ_CP085740.1,5455675,3136964,57.49909956146581,2318711,42.50090043853419
NZ_CP094828.1,5134086,3578305,69.69702104717373,1555781,30.302978952826265
NZ_CP050843.1,5330280,3063104,57.466099341873225,2267176,42.533900658126775
NZ_CP027669.1,3917216,2489096,63.54247506392295,1428120,36.45752493607705
NZ_CP063081.1,2228396,853658,38.30818220818921,1374738,61.69181779181079
NZ_CP025991.1,3359427,1492523,44.42790392528249,1866904,55.57209607471751
NZ_CP065572.1,4887211,2547985,52.135768232638206,2339226,47.864231767361794
NZ_CP018093.1,1922599,619012,32.1966255053706,1303587,67.8033744946294
NZ_CP045072.1,2255404,1416126,62.78813019751672,839278,37.21186980248328
NZ_CP061749.1,5029424,2559285,50.88624462761541,2470139,49.11375537238459
NZ_CP071825.1,3942398,2606052,66.10321941112997,1336346,33.89678058887003
NZ_AP019632.1,4639748,2594068,55.9096744047306,2045680,44.0903255952694
NZ_CP084209.1,4601169,2336597,50.78268153158469,2264572,49.21731846841531
NZ_CP019706.1,4239970,2271188,53.56613372264427,1968782,46.43386627735573
NZ_CP090909.1,4658400,2586103,55.514833419199725,2072297,44.48516658080028
NZ_CP071686.1,4679742,2441744,52.17689351250561,2237998,47.82310648749439
NZ_CP053951.1,5381556,1896339,35.23774536583843,3485217,64.76225463416156
NZ_CP066351.1,9745549,6190584,63.52216791480911,3554965,36.47783208519089
NZ_CP026538.1,4524866,2931247,64.78085759887696,1593619,35.21914240112304
NZ_CP023149.1,5613941,3813743,67.93343570942409,1800198,32.06656429057591
NZ_CP075349.1,3436880,1775896,51.6717487954191,1660984,48.3282512045809
NZ_CP090823.1,2529680,890816,35.21457259416211,1638864,64.7854274058379
NZ_CP097670.1,5450502,3129288,57.41284013839459,2321214,42.58715986160541
NZ_CP017253.2,3264813,869189,26.622933687166768,2395624,73.37706631283324
NZ_CP022189.1,2693385,1796042,66.68344852295532,897343,33.31655147704468
NZ_AP024984.1,1849757,1285930,69.51886112608305,563827,30.481138873916947
NZ_CP053927.1,5352713,3187731,59.553557233500094,2164982,40.44644276649991
NZ_CP090203.1,5474886,3139515,57.34393373670246,2335371,42.65606626329754
NZ_CP097694.1,5456276,3131112,57.385513489420255,2325164,42.61448651057975
NZ_CP040297.1,6765102,2781155,41.11031880967944,3983947,58.88968119032056
NZ_LN999987.1,2766743,1053852,38.08998522811841,1712891,61.91001477188159
NZ_AP025887.1,5023074,2780979,55.36408581677276,2242095,44.63591418322724
NZ_CP061678.1,4136970,1602569,38.73774767523091,2534401,61.26225232476909
NZ_CP081906.1,6922303,3019513,43.62006401626742,3902790,56.37993598373258
NZ_CP020739.1,641159,427540,66.68236740028604,213619,33.31763259971396
NZ_CP028266.1,1818149,677871,37.283577968582335,1140278,62.71642203141767
NZ_CP069437.1,2660948,1162590,43.690819963411535,1498358,56.30918003658847
NZ_CP083815.1,4582364,2551330,55.677157030737845,2031034,44.32284296926216
NZ_CP072949.1,5371820,3077682,57.29309619458582,2294138,42.70690380541418
NZ_CP079624.1,5516743,3162005,57.31651809772541,2354738,42.683481902274586
NZ_CP039343.1,4044095,1583925,39.166364786188254,2460170,60.83363521381175
NZ_CP038229.1,2746673,903361,32.88928095918225,1843312,67.11071904081774
NZ_CP061041.1,2508234,824530,32.87292971867856,1683704,67.12707028132144
NZ_CP050769.1,4925928,2561442,51.99917660185045,2364486,48.00082339814955
NZ_CP016586.1,4750331,2479241,52.19091048602719,2271090,47.809089513972815
NZ_CP033996.1,2818171,926768,32.885442366698115,1891403,67.11455763330189
NZ_CP090052.1,3007103,1141710,37.96710654739795,1865393,62.03289345260205
NZ_CP072113.1,3169403,2112595,66.65592857708533,1056808,33.344071422914666
NZ_CP033133.1,4056085,1544936,38.089339843716296,2511149,61.9106601562837
NZ_AP019721.1,2422602,782307,32.29201494921576,1640295,67.70798505078423
NZ_CP050171.1,5488891,2959211,53.91273027648026,2529680,46.08726972351974
NZ_CP098040.1,4647522,1886296,40.58713439118739,2761226,59.41286560881261
NZ_CP063079.1,1679360,479954,28.57957793445122,1199406,71.42042206554878
NZ_CP022287.1,4072531,1786074,43.85660907185237,2286457,56.14339092814763
NZ_CP040564.1,4883741,2545487,52.12166247145375,2338254,47.878337528546254
NZ_CP031165.1,5799875,4098714,70.66900579753874,1701161,29.33099420246125
NZ_CP018044.1,2246282,1472971,65.57373473143622,773311,34.42626526856378
NZ_CP027858.1,6748591,4904441,72.67355511691255,1844150,27.326444883087447
NZ_CP015449.1,3774363,2679422,70.99004520762841,1094941,29.009954792371587
NZ_CP018854.1,5159828,3344588,64.81975755781006,1815240,35.180242442189936
NZ_CP045518.1,4641736,2422021,52.17920622801469,2219715,47.82079377198531
NZ_CP056365.1,5044080,2602839,51.60185801969834,2441241,48.39814198030166
NZ_CP060705.1,1998513,787339,39.396241105261765,1211174,60.60375889473824
NZ_LR215039.1,949548,276987,29.1704052875684,672561,70.8295947124316
NZ_CP018115.1,4798436,2438633,50.82141347722466,2359803,49.17858652277534
NZ_CP032803.1,5553457,2804353,50.49742889879223,2749104,49.50257110120777
NZ_CP028349.1,4071006,2263253,55.59444029313639,1807753,44.40555970686361
NZ_CP016861.1,2864344,939388,32.79592116030756,1924956,67.20407883969244
NZ_CP033405.1,5434589,3120243,57.41451653473703,2314346,42.58548346526297
NZ_CP050930.1,2218825,1163424,52.43423884263067,1055401,47.56576115736933
NZ_LT855376.1,4811399,2512569,52.22117309331444,2298830,47.77882690668556
NZ_CP050811.1,4962579,2699552,54.398166759662665,2263027,45.601833240337335
NZ_CP045064.2,4872204,2721161,55.85071971534854,2151043,44.14928028465146
NZ_CP042153.1,2781709,912887,32.81748737916151,1868822,67.18251262083848
NZ_CP018828.1,2807999,1068592,38.055284207722295,1739407,61.944715792277705
NZ_CP014407.1,2876325,942222,32.75784203801726,1934103,67.24215796198274
NZ_CP072236.1,4905795,2277747,46.42972239973338,2628048,53.57027760026662
NZ_CP027371.1,4901620,2495204,50.90570056430323,2406416,49.09429943569677
NZ_CP050865.1,4899869,2502063,51.06387538115815,2397806,48.93612461884185
NZ_CP086620.1,5231074,2646877,50.59911215173022,2584197,49.40088784826978
NZ_CP041132.1,5309876,3158627,59.48589006598271,2151249,40.51410993401729
NZ_AP024320.1,1973978,1029693,52.1633473118748,944285,47.8366526881252
NZ_CP070537.1,4151415,2113367,50.90714852646628,2038048,49.09285147353372
NZ_CP062318.1,2743526,900281,32.81474277991169,1843245,67.18525722008832
NZ_CP062376.1,2735674,899296,32.872922723979535,1836378,67.12707727602046
NZ_CP046099.1,6323472,3947313,62.42319093055208,2376159,37.576809069447926
NZ_CP016312.1,2035182,1364970,67.06869459340737,670212,32.93130540659263
NZ_CP016841.1,2596884,948664,36.530857751058576,1648220,63.469142248941424
NZ_CP038414.1,5542130,2800282,50.52717998314727,2741848,49.47282001685273
NZ_CP039957.1,5452022,3126988,57.35464750509077,2325034,42.645352494909226
NZ_CP083349.1,4191017,2616191,62.42377446810643,1574826,37.57622553189357
NZ_CP020700.1,7963742,5723420,71.8684758998973,2240322,28.13152410010269
NZ_CP082904.1,4302229,2347512,54.56501734333528,1954717,45.43498265666472
NZ_CP061525.1,4031161,1580540,39.20805941514119,2450621,60.79194058485881
NZ_CP039371.1,6495886,4101408,63.13854645848157,2394478,36.86145354151843
NZ_CP044016.1,4671108,1597418,34.19783914223349,3073690,65.80216085776651
NZ_CP065054.1,2150055,894036,41.58200604170591,1256019,58.41799395829409
NZ_CP040849.1,2659111,1013970,38.13191702038764,1645141,61.86808297961236
NZ_CP092753.1,5334546,3064474,57.44582575536887,2270072,42.55417424463113
NZ_CP031134.1,4923235,2501108,50.80212502551676,2422127,49.19787497448324
NZ_CP064768.1,5382058,3082611,57.27569268112681,2299447,42.72430731887319
NZ_CP053315.1,5217129,1859209,35.63663079828005,3357920,64.36336920171995
NZ_CP048441.1,3416863,2290178,67.02574847162441,1126685,32.97425152837559
NZ_AP023309.1,4889480,2552800,52.21005096656495,2336680,47.78994903343505
NZ_CP047962.1,4710838,2863831,60.79238980410704,1847007,39.20761019589296
NZ_CP074159.1,4696383,2612316,55.62399829826486,2084067,44.37600170173514
NZ_CP057319.1,4928912,2558369,51.90534949700867,2370543,48.09465050299133
NZ_AP019777.1,4860954,2739021,56.34739600498174,2121933,43.65260399501826
NZ_CP070906.1,4892887,2479604,50.67772871108611,2413283,49.32227128891389
NZ_CP087669.1,5323119,3050770,57.31170015173435,2272349,42.68829984826565
NZ_CP075193.1,6844923,2946175,43.04175518117589,3898748,56.95824481882411
NZ_CP051310.1,4856293,2533009,52.15931163955717,2323284,47.84068836044283
NZ_CP070524.1,4142216,2108538,50.9036226020082,2033678,49.0963773979918
NZ_CP041515.1,6067133,3391112,55.89315414710704,2676021,44.10684585289296
NZ_CP083269.1,5061251,1937846,38.287885742082345,3123405,61.712114257917655
NZ_CP039487.1,4726557,2469586,52.24915303041939,2256971,47.75084696958061
NZ_AP025257.1,2877408,1793681,62.33669330174935,1083727,37.66330669825065
NZ_AP022498.1,4850698,2659223,54.821450438679136,2191475,45.178549561320864
NZ_OU015340.1,5103951,2665318,52.22068158569704,2438633,47.77931841430296
NZ_CP019584.1,3641423,2285292,62.75821292939601,1356131,37.24178707060399
NZ_CP027300.1,5142714,3061892,59.53844604230373,2080822,40.46155395769627
NZ_CP048670.1,3317492,1347010,40.60326294682851,1970482,59.39673705317149
NZ_CP029270.1,5187120,3355023,64.67988016471568,1832097,35.32011983528432
NZ_CP064672.1,4786358,2494986,52.12702434711319,2291372,47.87297565288681
NZ_CP082868.1,4009395,1152212,28.737802087347344,2857183,71.26219791265265
NZ_CP064049.1,2880300,1101482,38.24191924452314,1778818,61.75808075547686
NZ_CP087042.1,3831421,2368760,61.82458153254367,1462661,38.17541846745633
NZ_CP043209.1,4615351,2342668,50.75817635538446,2272683,49.24182364461554
NZ_CP019226.1,4963594,3161840,63.70061693200532,1801754,36.29938306799468
NZ_LR135488.1,3004008,1139085,37.91884042918661,1864923,62.08115957081339
NZ_CP067337.1,4596137,2366417,51.48708578530187,2229720,48.51291421469813
NZ_CP056301.1,5297180,3043807,57.46089428714901,2253373,42.53910571285099
NZ_AP022133.1,4597031,2450754,53.31167007575107,2146277,46.68832992424893
NZ_CP072539.1,4947577,2508654,50.70469848170124,2438923,49.29530151829876
NZ_CP092676.1,4526110,1592966,35.195035030081016,2933144,64.80496496991898
NZ_CP049363.1,3854994,1505828,39.06174691841285,2349166,60.93825308158716
NZ_CP069438.1,5011949,2534178,50.56272519931867,2477771,49.43727480068133
NZ_CP022784.1,3716376,2486030,66.89393107694163,1230346,33.10606892305837
NZ_CP068234.1,4880055,2737648,56.09871200222128,2142407,43.90128799777872
NZ_CP062889.1,4647142,2356137,50.70077479879031,2291005,49.29922520120969
NZ_CP033322.1,838259,578862,69.05526812118927,259397,30.944731878810728
NZ_LT703505.1,6078679,4112808,67.65956879776017,1965871,32.34043120223983
NZ_CP016592.1,2764573,1705467,61.69006931631033,1059106,38.30993068368967
NZ_CP030840.1,7112011,4052144,56.97606485704255,3059867,43.023935142957455
NZ_CP083620.1,4723885,2644745,55.98665081812957,2079140,44.01334918187043
NZ_AP025827.1,4698554,2595168,55.23333348940972,2103386,44.76666651059028
NZ_CP090547.1,2756307,1435807,52.091693704656265,1320500,47.908306295343735
NZ_CP021326.1,4108882,1604562,39.05106060480686,2504320,60.94893939519314
NZ_AP024655.1,4926918,3298618,66.95094174492046,1628300,33.049058255079544
NZ_CP060969.1,4801130,2435815,50.73420215657564,2365315,49.26579784342436
NZ_CP077673.1,5825435,3264025,56.030579690615376,2561410,43.969420309384624
NZ_CP045754.1,4726556,2469603,52.24952375471697,2256953,47.75047624528303
NZ_CP034022.1,2218771,1163095,52.42068694786438,1055676,47.57931305213562
NZ_CP036165.1,4851542,2528412,52.115636636764144,2323130,47.884363363235856
NZ_CP050253.1,2634037,1034721,39.28270559601099,1599316,60.71729440398901
NZ_CP091328.1,4055807,1584246,39.06117820695117,2471561,60.93882179304883
NZ_CP040392.1,5656428,3053038,53.974663869141445,2603390,46.02533613085856
NZ_CP056073.1,4712822,2389923,50.71108138605702,2322899,49.28891861394298
NZ_AP022399.1,4988881,2584375,51.80269884168414,2404506,48.19730115831586
NZ_CP056751.1,4779833,2651751,55.4779005877402,2128082,44.5220994122598
NZ_CP054224.1,4721932,2406309,50.96026372256102,2315623,49.03973627743898
NZ_CP093271.1,5914934,3258526,55.089811653012525,2656408,44.91018834698748
NZ_CP033056.1,3850444,1967359,51.0943413279092,1883085,48.9056586720908
NZ_CP037867.1,4860785,3262263,67.1139126704843,1598522,32.8860873295157
NZ_CP063065.1,2055141,807565,39.29487076555818,1247576,60.70512923444182
NZ_CP018059.1,1954607,813173,41.60288999271977,1141434,58.39711000728023
NZ_CP076697.1,5052030,2564576,50.76327733604116,2487454,49.23672266395885
NZ_AP024940.1,4680542,2884180,61.620641370166105,1796362,38.379358629833895
NZ_CP060880.1,4851822,2461314,50.72968464218184,2390508,49.27031535781816
NZ_CP069957.1,5115034,2591371,50.66185288308934,2523663,49.33814711691066
NZ_CP073872.1,2712677,866420,31.93966697841284,1846257,68.06033302158716
NZ_AP024763.1,5351115,3073686,57.44010360457587,2277429,42.55989639542413
NZ_CP038988.1,324414,215363,66.3852361488715,109051,33.6147638511285
NZ_CP021708.1,5439290,3122748,57.41094885545724,2316542,42.589051144542765
NZ_CP077232.1,4066107,1580492,38.86990676831672,2485615,61.13009323168328
NZ_CP020737.1,3737663,2522187,67.48032125956782,1215476,32.519678740432184
NZ_CP098201.1,5160718,2610061,50.57554007019954,2550657,49.42445992980046
NZ_CP079939.1,4561520,2538495,55.650199933355545,2023025,44.349800066644455
NZ_CP031988.1,3666573,1446670,39.45564427600378,2219903,60.54435572399622
NZ_CP073840.1,2712683,866426,31.9398175164588,1846257,68.0601824835412
NZ_CP088109.1,4106266,2524583,61.48123380219401,1581683,38.51876619780599
NZ_CP063324.1,5073923,3253688,64.12568736261863,1820235,35.874312637381365
NZ_CP048607.1,6766899,4113874,60.794080124441045,2653025,39.20591987555896
NZ_CP029202.1,1320490,355037,26.88676173238722,965453,73.11323826761279
NZ_CP078042.1,3199829,1240604,38.770946822470826,1959225,61.22905317752917
NZ_CP068096.1,5467831,3072668,56.19537253437424,2395163,43.80462746562576
NZ_CP050263.1,3804074,2039306,53.60847344189414,1764768,46.39152655810586
NZ_CP031158.1,2658929,1776650,66.81825652358525,882279,33.18174347641475
NZ_CP035648.1,2824869,1078076,38.16375201823518,1746793,61.83624798176482
NZ_CP076483.1,2841245,1080979,38.0459622454241,1760266,61.9540377545759
NZ_CP034408.1,5427547,3115792,57.40700172656266,2311755,42.59299827343734
NZ_CP020038.1,6878829,2818450,40.97281673959332,4060379,59.02718326040668
NZ_CP024937.1,3883124,2434602,62.69699345166418,1448522,37.30300654833582
NZ_CP041041.1,2787975,1839081,65.96475936835876,948894,34.035240631641244
NZ_CP015010.1,1543886,488167,31.619368269418857,1055719,68.38063173058114
NZ_LR824002.1,1773251,693803,39.12604588972458,1079448,60.87395411027542
NZ_CP095253.1,5393376,3098536,57.450769239897234,2294840,42.549230760102766
NZ_CP040458.1,4982919,2600016,52.17857243916668,2382903,47.82142756083332
NZ_CP017749.1,3659407,2525779,69.02153818911097,1133628,30.97846181088903
NZ_CP019273.1,5050984,2571221,50.90534834400584,2479763,49.09465165599416
NZ_CP088292.1,3483592,2061384,59.17409386633108,1422208,40.82590613366892
NZ_CP015385.1,5348589,3077088,57.530836637475794,2271501,42.469163362524206
NZ_CP066076.1,2627215,1675296,63.76699280416715,951919,36.23300719583285
NZ_CP092485.1,3887026,1518265,39.0598107653512,2368761,60.940189234648805
NZ_CP051744.1,5139277,2599552,50.582056581110535,2539725,49.417943418889465
NZ_CP044527.1,5932988,3318149,55.92711463431242,2614839,44.072885365687576
NZ_CP041284.1,4659816,2366772,50.79110419810568,2293044,49.20889580189432
NZ_CP069306.1,6101079,4302460,70.51965726062554,1798619,29.480342739374464
NZ_CP035411.1,4125217,1803933,43.72940865898691,2321284,56.27059134101309
NZ_CP084823.1,5357592,3078892,57.46783256358454,2278700,42.53216743641546
NZ_CP054619.1,2801374,1891089,67.50576681299962,910285,32.494233187000376
NZ_CP014148.1,3954777,1115157,28.19772138858904,2839620,71.80227861141096
NZ_CP065199.1,2752938,903723,32.82758274977497,1849215,67.17241725022504
NZ_CP031934.1,5479294,3143239,57.365766465533696,2336055,42.634233534466304
NZ_CP025438.1,3030421,1152136,38.01900792002167,1878285,61.98099207997833
NZ_CP043284.1,4800279,2431117,50.645327073697175,2369162,49.354672926302825
NZ_CP023752.1,3057808,1162377,38.01340698958208,1895431,61.98659301041792
NZ_CP053730.1,4590822,2337691,50.92096796608538,2253131,49.07903203391462
NZ_CP093930.1,2840066,934743,32.91272104239831,1905323,67.08727895760168
NZ_CP032989.1,4914512,2484654,50.55749177130914,2429858,49.44250822869086
NZ_CP013791.1,3187881,1266387,39.7250399246396,1921494,60.2749600753604
NZ_CP027255.1,4933784,2505077,50.77394956893127,2428707,49.22605043106873
NZ_CP045712.1,5297110,2687694,50.73887459388232,2609416,49.26112540611768
NZ_CP084260.1,2839232,1825314,64.28900491400492,1013918,35.71099508599508
NZ_CP009423.1,2904778,952617,32.79482975979576,1952161,67.20517024020424
NZ_CP039636.1,917252,612478,66.77314413051157,304774,33.22685586948843
NZ_AP019695.1,2991568,1032054,34.49876452749862,1959514,65.50123547250138
NZ_CP052112.1,3788096,2534357,66.90318830356992,1253739,33.09681169643008
NZ_CP072422.1,5309797,3053302,57.50317761677141,2256495,42.49682238322859
NZ_CP032204.1,5410835,2745452,50.73989504392576,2665383,49.26010495607424
NZ_CP088090.1,4819348,2939184,60.98717087871638,1880164,39.01282912128362
NZ_AP022986.1,5269264,1866505,35.42249923328951,3402759,64.5775007667105
NZ_CP041017.1,1213992,792071,65.24515812295303,421921,34.75484187704697
NZ_CP030313.1,5270063,3033466,57.5603365652365,2236597,42.439663434763496
NZ_CP056229.1,4773574,2512089,52.6249095541412,2261485,47.3750904458588
NZ_CP047279.1,5195939,2690080,51.77274021115336,2505859,48.22725978884664
NZ_CP038180.1,4541147,2304450,50.74598994483112,2236697,49.25401005516888
NZ_AP018045.1,3172118,1319550,41.59838946722663,1852568,58.40161053277337
NZ_CP018816.1,5435743,3114320,57.29336357513591,2321423,42.70663642486409
NZ_CP039279.1,5120962,2671460,52.1671514063178,2449502,47.8328485936822
NZ_CP026307.1,3480799,2319139,66.62662796673982,1161660,33.37337203326018
NZ_CP096757.1,3991996,1559885,39.07531470472415,2432111,60.92468529527585
NZ_CP025612.1,1254521,789379,62.92274103024182,465142,37.07725896975818
NZ_CP026011.1,5248519,3027172,57.67668936703858,2221347,42.323310632961416
NZ_CP054268.1,5414156,3105119,57.3518568729826,2309037,42.6481431270174
NZ_CP038595.1,4633429,2422636,52.28602833883934,2210793,47.71397166116066
NZ_CP022089.2,5031863,2333107,46.366663798279085,2698756,53.63333620172092
NZ_CP059495.1,4065089,1885350,46.37905836747978,2179739,53.62094163252022
NZ_CP084871.1,5351706,3072735,57.41599034027654,2278971,42.58400965972346
NZ_CP089407.1,6098147,3416491,56.02506794277016,2681656,43.97493205722984
NZ_CP072396.1,5030573,3262587,64.85517653754354,1767986,35.14482346245646
NZ_CP063078.1,1655791,530562,32.042812166511354,1125229,67.95718783348865
NZ_CP015732.1,4386369,2923814,66.65681797404642,1462555,33.34318202595358
NZ_CP082963.1,2615036,1006421,38.48593288964282,1608615,61.51406711035718
NZ_CP073878.1,2712679,866424,31.939790885689018,1846255,68.06020911431098
NZ_CP045444.1,4631209,2415281,52.15227816321829,2215928,47.84772183678172
NZ_CP040736.1,2558218,912938,35.68648176191396,1645280,64.31351823808603
NZ_CP020395.1,1248348,832110,66.65689375078104,416238,33.34310624921896
NZ_OD940426.1,2700,958,35.48148148148148,1742,64.51851851851852
NZ_CP086847.1,3837418,2372354,61.82162068349083,1465064,38.17837931650917
NZ_CP061035.1,3916662,2520705,64.35850221438562,1395957,35.641497785614376
NZ_CP097547.1,3796095,2505628,66.00540818920496,1290467,33.99459181079504
NZ_CP086061.1,4157766,1813342,43.61337314317352,2344424,56.38662685682648
NZ_CP083872.1,4758344,2416167,50.77747636572724,2342177,49.22252363427276
NZ_CP024257.1,4886938,2481138,50.77080986089858,2405800,49.22919013910142
NZ_CP030771.1,10130554,7380724,72.85607480104247,2749830,27.143925198957533
NZ_CP050067.1,4832387,2667108,55.1923511092965,2165279,44.8076488907035
NZ_CP043571.1,5735926,3515358,61.286669318955646,2220568,38.713330681044354
NZ_CP062901.1,4817187,2453923,50.94099523227976,2363264,49.059004767720246
NZ_CP086416.1,5464604,3121869,57.1289154712766,2342735,42.8710845287234
NZ_CP051682.1,4896009,2026576,41.392407571146215,2869433,58.607592428853785
NZ_CP086106.1,6407183,4313324,67.32013117153045,2093859,32.67986882846955
NZ_CP070229.1,4951794,2511609,50.72119316756715,2440185,49.27880683243285
NZ_CP087280.1,4848627,2703605,55.76021830509957,2145022,44.23978169490043
NZ_CP018171.1,5158483,3363059,65.19472876037393,1795424,34.805271239626066
NZ_LR890426.1,5509884,3150275,57.17497863838876,2359609,42.82502136161124
NZ_CP030326.1,2906506,957706,32.95042225957903,1948800,67.04957774042097
NZ_CP020979.2,5101288,3299151,64.67290221606778,1802137,35.32709778393222
NZ_AP022345.1,2392860,1297754,54.23443076485879,1095106,45.765569235141214
NZ_CP082881.1,1684072,528700,31.394144668398976,1155372,68.60585533160102
NZ_CP069442.1,4758933,3088123,64.89107957603102,1670810,35.10892042396898
NZ_CP028665.1,5453897,2756962,50.55031292303467,2696935,49.44968707696533
NZ_CP047002.1,4834034,2453301,50.75059463793593,2380733,49.24940536206407
NZ_CP015904.1,2381789,833578,34.99797841034617,1548211,65.00202158965382
NZ_CP092547.1,2820042,926864,32.8670282215655,1893178,67.1329717784345
NZ_CP029800.1,4674190,2434434,52.08247846150884,2239756,47.91752153849116
NZ_AP022525.1,5255588,2662658,50.66337011196464,2592930,49.33662988803536
NZ_CP015455.1,3192352,1833113,57.42201987750724,1359239,42.57798012249276
NZ_CP017886.1,5747498,3375369,58.72762374166985,2372129,41.27237625833015
NZ_CP031984.1,3338454,1324044,39.66039370319316,2014410,60.33960629680684
NZ_AP023254.1,6660578,4204191,63.12051296449047,2456387,36.879487035509534
NZ_AP025777.1,4688820,2585664,55.14530308265193,2103156,44.85469691734807
NZ_AP023447.1,4907868,2742999,55.88982833279135,2164869,44.110171667208654
NZ_CP055199.1,4905256,2478222,50.521766855797125,2427034,49.47823314420288
NZ_CP081299.1,7587604,3067154,40.423221876102126,4520450,59.576778123897874
NZ_AP024196.1,5237537,3600374,68.74173872184578,1637163,31.258261278154222
NZ_CP075325.1,5197184,3368227,64.80869255350589,1828957,35.19130744649411
NZ_CP086408.1,4961034,2719246,54.8120815136522,2241788,45.187918486347805
NZ_CP012885.2,5852822,3968341,67.80218158009932,1884481,32.197818419900685
NZ_CP042180.1,6200328,3813951,61.51208452198013,2386377,38.48791547801987
NZ_CP097612.1,2443848,984477,40.28388835966885,1459371,59.71611164033115
NZ_CP021484.1,2025714,855616,42.23774925779256,1170098,57.76225074220744
NZ_CP030194.1,4651373,2405586,51.71776161576378,2245787,48.28223838423622
NZ_CP065041.1,3194425,1325649,41.49882999287821,1868776,58.501170007121786
NZ_CP029115.1,4831922,2453582,50.77859286635836,2378340,49.22140713364164
NZ_CP083343.1,4191027,2616193,62.42367324285909,1574834,37.57632675714091
NZ_AP024101.1,3635021,2439005,67.09741154177651,1196016,32.90258845822349
NZ_CP036335.1,5403681,3093929,57.25595200752968,2309752,42.74404799247032
NZ_CP066192.1,4049237,1453715,35.90096109464573,2595522,64.09903890535426
NZ_CP042819.1,3328778,2001140,60.1163550107577,1327638,39.8836449892423
NZ_CP022083.2,3779906,2513430,66.4945107100547,1266476,33.5054892899453
NZ_CP054254.1,5542270,3181901,57.41151188953263,2360369,42.588488110467374
NZ_CP083346.1,4190960,2616148,62.42359745738447,1574812,37.57640254261553
NZ_CP034328.1,4189112,2688547,64.17940126690334,1500565,35.82059873309666
NZ_CP038153.1,3077701,1425928,46.33094637848186,1651773,53.66905362151814
NZ_CP017184.1,4748414,2669053,56.20935748230883,2079361,43.79064251769117
NZ_CP017438.1,5416633,2736269,50.516049361291415,2680364,49.483950638708585
NZ_CP063702.1,4749264,2481410,52.24830626387583,2267854,47.75169373612417
NZ_CP072986.1,4657782,2364967,50.77453174064394,2292815,49.22546825935606
NZ_CP056155.1,4398880,2445139,55.58548994289456,1953741,44.414510057105446
NZ_CP083886.1,4745287,2410199,50.791427367828334,2335088,49.20857263217167
NZ_CP034678.1,5085788,2957851,58.15914859211591,2127937,41.84085140788409
NZ_CP021333.1,4304603,2462499,57.20618138304508,1842104,42.79381861695492
NZ_CP026023.1,5438591,3124768,57.45546962439352,2313823,42.54453037560648
NZ_CP062731.1,5514035,2786184,50.52895021522352,2727851,49.47104978477648
NZ_CP061126.1,4937766,2577722,52.204215428596655,2360044,47.79578457140335
NZ_AP024241.1,5464983,3717279,68.01995541431694,1747704,31.98004458568306
NZ_AP025621.1,3798953,1667491,43.89343590194456,2131462,56.10656409805544
NZ_CP073738.1,3139758,2149499,68.46065843291107,990259,31.539341567088925
NZ_CP009050.1,5329605,2700801,50.67544405260803,2628804,49.32455594739197
NZ_CP039040.1,3139871,1248155,39.75179235070485,1891716,60.248207649295146
NZ_CP035464.1,2405742,1537948,63.928218404134775,867794,36.071781595865225
NZ_CP047805.1,2860390,939164,32.833424812700365,1921226,67.16657518729963
NZ_CP014444.1,2919910,957303,32.785359822734264,1962607,67.21464017726574
NZ_CP070569.1,4166432,1635958,39.265203416256405,2530474,60.7347965837436
NZ_CP095083.1,5252652,2663760,50.71266857198992,2588892,49.28733142801008
NZ_CP029663.1,2867357,944120,32.92648944655304,1923237,67.07351055344697
NZ_CP016077.1,7215977,5058909,70.10705549643521,2157068,29.89294450356479
