ID,Representative,Cluster,Cluster_Size,Genome,Genome_Type,Cluster_TssC_Type
ChrNZ_CP037928.1|2910|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP037928.1,Chr,Chr + Pla
ChrNZ_CP037963.1|2794|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP037963.1,Chr,Chr + Pla
ChrNZ_CP098161.1|3535|WP_040168596.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098161.1,Chr,Chr + Pla
ChrNZ_CP098161.1|2063|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098161.1,Chr,Chr + Pla
ChrNZ_CP098159.1|1426|WP_040168596.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098159.1,Chr,Chr + Pla
ChrNZ_CP098159.1|2895|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098159.1,Chr,Chr + Pla
ChrNZ_CP098149.1|1385|WP_040168596.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098149.1,Chr,Chr + Pla
ChrNZ_CP098149.1|2815|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098149.1,Chr,Chr + Pla
ChrNZ_CP098167.1|1426|WP_040168596.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098167.1,Chr,Chr + Pla
ChrNZ_CP098145.1|3605|WP_040168596.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098145.1,Chr,Chr + Pla
ChrNZ_CP036305.1|2898|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP036305.1,Chr,Chr + Pla
ChrNZ_CP098175.1|2117|WP_023302033.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098175.1,Chr,Chr + Pla
ChrNZ_CP034281.1|1409|WP_040168596.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP034281.1,Chr,Chr + Pla
PlaNZ_CP034317.1|208|WP_023316769.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP034317.1,Pla,Chr + Pla
ChrNZ_CP034321.1|2748|WP_032427977.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP034321.1,Chr,Chr + Pla
ChrNZ_CP098347.1|2890|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098347.1,Chr,Chr + Pla
ChrNZ_CP098343.1|2115|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098343.1,Chr,Chr + Pla
ChrNZ_CP034408.1|398|WP_004179542.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP034408.1,Chr,Chr + Pla
ChrNZ_CP034415.1|2892|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP034415.1,Chr,Chr + Pla
ChrNZ_CP098340.1|2110|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098340.1,Chr,Chr + Pla
ChrNZ_CP034760.1|2789|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP034760.1,Chr,Chr + Pla
ChrNZ_CP034778.1|2862|WP_023302573.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP034778.1,Chr,Chr + Pla
ChrNZ_CP036300.1|2886|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP036300.1,Chr,Chr + Pla
ChrNZ_CP035194.1|1266|WP_023282447.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP035194.1,Chr,Chr + Pla
ChrNZ_CP035196.1|1954|WP_038435263.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP035196.1,Chr,Chr + Pla
ChrNZ_CP035202.1|3316|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP035202.1,Chr,Chr + Pla
ChrNZ_CP035202.1|4778|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP035202.1,Chr,Chr + Pla
ChrNZ_CP035383.1|2866|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP035383.1,Chr,Chr + Pla
ChrNZ_CP098338.1|2936|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098338.1,Chr,Chr + Pla
ChrNZ_CP098335.1|2927|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098335.1,Chr,Chr + Pla
ChrNZ_CP035540.1|2778|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP035540.1,Chr,Chr + Pla
ChrNZ_CP035929.1|2772|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP035929.1,Chr,Chr + Pla
ChrNZ_CP036187.1|3328|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP036187.1,Chr,Chr + Pla
ChrNZ_CP036190.1|1100|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP036190.1,Chr,Chr + Pla
ChrNZ_CP035194.1|4612|WP_023282447.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP035194.1,Chr,Chr + Pla
ChrNZ_CP098145.1|2184|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098145.1,Chr,Chr + Pla
ChrNZ_CP098141.1|2806|WP_032421271.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098141.1,Chr,Chr + Pla
ChrNZ_CP098136.1|915|WP_032421271.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098136.1,Chr,Chr + Pla
ChrNZ_CP040545.1|2842|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040545.1,Chr,Chr + Pla
ChrNZ_CP040593.1|4185|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040593.1,Chr,Chr + Pla
ChrNZ_CP040724.1|4888|WP_032421271.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040724.1,Chr,Chr + Pla
ChrNZ_CP040833.1|2930|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040833.1,Chr,Chr + Pla
ChrNZ_CP040861.1|494|WP_163589096.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040861.1,Chr,Chr + Pla
ChrNZ_CP040993.1|3266|WP_032443859.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040993.1,Chr,Chr + Pla
ChrNZ_OW970553.1|2910|WP_032421271.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_OW970553.1,Chr,Chr + Pla
ChrNZ_CP041082.1|2937|WP_032419047.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP041082.1,Chr,Chr + Pla
ChrNZ_CP041082.1|1422|WP_032418587.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP041082.1,Chr,Chr + Pla
ChrNZ_CP041092.1|2715|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP041092.1,Chr,Chr + Pla
ChrNZ_CP040539.1|4249|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040539.1,Chr,Chr + Pla
ChrNZ_CP041099.1|2798|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP041099.1,Chr,Chr + Pla
ChrNZ_CP041353.1|2741|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP041353.1,Chr,Chr + Pla
ChrNZ_CP041373.1|2888|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP041373.1,Chr,Chr + Pla
ChrNZ_CP041639.1|2818|WP_023302033.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP041639.1,Chr,Chr + Pla
ChrNZ_CP041644.1|4206|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP041644.1,Chr,Chr + Pla
ChrNZ_CP097703.1|2780|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP097703.1,Chr,Chr + Pla
ChrNZ_CP041927.1|3646|WP_023302033.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP041927.1,Chr,Chr + Pla
ChrNZ_CP041946.1|2815|WP_023302033.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP041946.1,Chr,Chr + Pla
ChrNZ_CP097697.1|2839|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP097697.1,Chr,Chr + Pla
ChrNZ_CP042309.1|3312|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP042309.1,Chr,Chr + Pla
ChrNZ_CP042310.1|3324|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP042310.1,Chr,Chr + Pla
ChrNZ_CP097808.1|2858|WP_250294505.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP097808.1,Chr,Chr + Pla
ChrNZ_CP040533.1|2831|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040533.1,Chr,Chr + Pla
ChrNZ_CP040391.1|2919|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040391.1,Chr,Chr + Pla
ChrNZ_CP040363.1|2924|WP_040215501.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040363.1,Chr,Chr + Pla
ChrNZ_CP039524.1|2919|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039524.1,Chr,Chr + Pla
ChrNZ_CP039808.1|2909|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039808.1,Chr,Chr + Pla
ChrNZ_CP098131.1|4812|WP_032421271.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098131.1,Chr,Chr + Pla
ChrNZ_CP039819.1|3039|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039819.1,Chr,Chr + Pla
ChrNZ_CP098128.1|2055|WP_032421271.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098128.1,Chr,Chr + Pla
ChrNZ_CP098123.1|2896|WP_032421271.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP098123.1,Chr,Chr + Pla
ChrNZ_CP039936.1|2919|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039936.1,Chr,Chr + Pla
ChrNZ_CP039939.1|2919|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039939.1,Chr,Chr + Pla
ChrNZ_CP039942.1|2919|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039942.1,Chr,Chr + Pla
ChrNZ_CP039945.1|2919|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039945.1,Chr,Chr + Pla
ChrNZ_CP039948.1|2919|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039948.1,Chr,Chr + Pla
ChrNZ_CP039951.1|3285|WP_040168596.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039951.1,Chr,Chr + Pla
ChrNZ_CP039951.1|4805|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039951.1,Chr,Chr + Pla
ChrNZ_CP039954.1|2873|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039954.1,Chr,Chr + Pla
ChrNZ_CP039954.1|1350|WP_040168596.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039954.1,Chr,Chr + Pla
ChrNZ_CP039957.1|2919|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039957.1,Chr,Chr + Pla
ChrNZ_CP039960.1|2919|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP039960.1,Chr,Chr + Pla
ChrNZ_CP040023.1|3011|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040023.1,Chr,Chr + Pla
ChrNZ_CP040028.1|2974|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040028.1,Chr,Chr + Pla
ChrNZ_CP040033.1|2972|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040033.1,Chr,Chr + Pla
ChrNZ_CP040038.1|1217|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040038.1,Chr,Chr + Pla
ChrNZ_CP040122.1|1918|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040122.1,Chr,Chr + Pla
ChrNZ_CP040363.1|4306|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP040363.1,Chr,Chr + Pla
ChrNZ_CP097694.1|2804|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP097694.1,Chr,Chr + Pla
ChrNZ_CP050336.1|2899|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP050336.1,Chr,Chr + Pla
ChrNZ_CP050342.1|2898|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP050342.1,Chr,Chr + Pla
ChrNZ_CP050348.1|2898|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP050348.1,Chr,Chr + Pla
ChrNZ_CP058752.1|1504|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058752.1,Chr,Chr + Pla
ChrNZ_CP058857.1|2899|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058857.1,Chr,Chr + Pla
ChrNZ_CP058866.1|2732|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058866.1,Chr,Chr + Pla
ChrNZ_CP058869.1|2785|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058869.1,Chr,Chr + Pla
ChrNZ_CP090397.1|2758|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP090397.1,Chr,Chr + Pla
ChrNZ_CP058940.1|4522|WP_023302033.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058940.1,Chr,Chr + Pla
ChrNZ_CP058960.1|2940|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058960.1,Chr,Chr + Pla
ChrNZ_CP090393.1|2753|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP090393.1,Chr,Chr + Pla
ChrNZ_CP090389.1|2753|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP090389.1,Chr,Chr + Pla
ChrNZ_CP059312.1|2843|WP_032421271.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP059312.1,Chr,Chr + Pla
ChrNZ_CP058743.1|2842|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058743.1,Chr,Chr + Pla
ChrNZ_CP059317.1|2816|WP_032421271.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP059317.1,Chr,Chr + Pla
ChrNZ_CP059468.1|2705|WP_004179542.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP059468.1,Chr,Chr + Pla
ChrNZ_CP059889.1|2876|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP059889.1,Chr,Chr + Pla
ChrNZ_CP090242.1|1208|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP090242.1,Chr,Chr + Pla
ChrNZ_CP090203.1|1627|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP090203.1,Chr,Chr + Pla
ChrNZ_CP090126.1|2836|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP090126.1,Chr,Chr + Pla
ChrNZ_CP060049.1|2878|WP_032427977.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP060049.1,Chr,Chr + Pla
ChrNZ_CP060421.1|2945|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP060421.1,Chr,Chr + Pla
ChrNZ_CP089989.1|4739|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP089989.1,Chr,Chr + Pla
ChrNZ_CP060744.1|2155|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP060744.1,Chr,Chr + Pla
ChrNZ_CP060807.1|2911|WP_008805195.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP060807.1,Chr,Chr + Pla
ChrNZ_CP059391.1|2732|WP_203032720.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP059391.1,Chr,Chr + Pla
ChrNZ_CP089986.1|2740|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP089986.1,Chr,Chr + Pla
ChrNZ_CP058548.1|4153|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058548.1,Chr,Chr + Pla
ChrNZ_CP058361.1|2720|WP_023286324.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058361.1,Chr,Chr + Pla
ChrNZ_CP056372.1|2810|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP056372.1,Chr,Chr + Pla
ChrNZ_CP056385.1|1321|WP_022615501.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP056385.1,Chr,Chr + Pla
ChrNZ_CP056385.1|2677|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP056385.1,Chr,Chr + Pla
ChrNZ_CP056530.1|2785|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP056530.1,Chr,Chr + Pla
ChrNZ_CP056830.1|2829|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP056830.1,Chr,Chr + Pla
ChrNZ_CP090468.1|2821|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP090468.1,Chr,Chr + Pla
ChrNZ_CP056878.1|2749|WP_023339145.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP056878.1,Chr,Chr + Pla
ChrNZ_CP056883.1|2749|WP_023339145.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP056883.1,Chr,Chr + Pla
ChrNZ_CP057034.1|2803|WP_023282447.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP057034.1,Chr,Chr + Pla
ChrNZ_CP057066.1|2773|WP_064146259.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP057066.1,Chr,Chr + Pla
ChrNZ_CP058544.1|3347|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058544.1,Chr,Chr + Pla
ChrNZ_CP057069.1|2868|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP057069.1,Chr,Chr + Pla
ChrNZ_CP057099.1|2879|WP_023282447.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP057099.1,Chr,Chr + Pla
ChrNZ_CP057313.1|2698|WP_064146259.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP057313.1,Chr,Chr + Pla
ChrNZ_CP057459.1|2835|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP057459.1,Chr,Chr + Pla
ChrNZ_CP057722.1|2638|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP057722.1,Chr,Chr + Pla
ChrNZ_CP090432.1|2885|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP090432.1,Chr,Chr + Pla
ChrNZ_CP090429.1|2855|WP_004224342.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP090429.1,Chr,Chr + Pla
ChrNZ_CP090398.1|2895|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP090398.1,Chr,Chr + Pla
ChrNZ_CP058226.1|2906|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058226.1,Chr,Chr + Pla
ChrNZ_CP058325.1|2188|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058325.1,Chr,Chr + Pla
ChrNZ_CP058358.1|2808|WP_023286324.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP058358.1,Chr,Chr + Pla
ChrNZ_CP090462.1|2880|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP090462.1,Chr,Chr + Pla
ChrNZ_CP061053.1|2909|WP_032421271.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061053.1,Chr,Chr + Pla
ChrNZ_CP061062.1|2076|WP_032421271.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061062.1,Chr,Chr + Pla
ChrNZ_CP061350.1|2340|WP_023302573.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061350.1,Chr,Chr + Pla
ChrNZ_CP063277.1|3117|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063277.1,Chr,Chr + Pla
ChrNZ_CP089598.1|2862|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP089598.1,Chr,Chr + Pla
ChrNZ_CP063747.1|2862|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063747.1,Chr,Chr + Pla
ChrNZ_CP089509.1|2777|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP089509.1,Chr,Chr + Pla
ChrNZ_CP063759.1|2997|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063759.1,Chr,Chr + Pla
ChrNZ_CP063833.1|2893|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063833.1,Chr,Chr + Pla
ChrNZ_CP063851.1|370|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063851.1,Chr,Chr + Pla
ChrNZ_CP063856.1|1487|WP_087831525.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063856.1,Chr,Chr + Pla
ChrNZ_CP063858.1|4718|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063858.1,Chr,Chr + Pla
ChrNZ_CP063863.1|2775|WP_023282447.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063863.1,Chr,Chr + Pla
ChrNZ_CP063215.1|2739|WP_004892641.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063215.1,Chr,Chr + Pla
ChrNZ_CP063863.1|4128|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063863.1,Chr,Chr + Pla
ChrNZ_CP063867.1|1388|WP_012541984.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063867.1,Chr,Chr + Pla
ChrNZ_CP063871.1|4967|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063871.1,Chr,Chr + Pla
ChrNZ_CP063878.1|4201|WP_032419047.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063878.1,Chr,Chr + Pla
ChrNZ_CP063878.1|2667|WP_032418587.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063878.1,Chr,Chr + Pla
ChrNZ_CP063881.1|117|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063881.1,Chr,Chr + Pla
ChrNZ_CP063885.1|3803|WP_023287555.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063885.1,Chr,Chr + Pla
ChrNZ_CP063889.1|112|WP_008805195.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063889.1,Chr,Chr + Pla
ChrNZ_CP063889.1|3650|WP_049246253.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063889.1,Chr,Chr + Pla
ChrNZ_CP063890.1|4557|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063890.1,Chr,Chr + Pla
ChrNZ_CP063898.1|2433|WP_008805195.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063898.1,Chr,Chr + Pla
ChrNZ_CP063865.1|329|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063865.1,Chr,Chr + Pla
ChrNZ_CP063147.1|2867|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063147.1,Chr,Chr + Pla
ChrNZ_CP063023.1|1342|WP_193700474.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063023.1,Chr,Chr + Pla
ChrNZ_CP063023.1|2754|WP_193700465.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP063023.1,Chr,Chr + Pla
ChrNZ_CP061380.1|2720|WP_004190552.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061380.1,Chr,Chr + Pla
ChrNZ_CP061385.1|2800|WP_167578758.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061385.1,Chr,Chr + Pla
ChrNZ_CP061389.1|2995|WP_095348050.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061389.1,Chr,Chr + Pla
ChrNZ_CP061396.1|3020|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061396.1,Chr,Chr + Pla
ChrNZ_CP061399.1|2949|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061399.1,Chr,Chr + Pla
ChrNZ_CP061700.1|2804|WP_032427977.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061700.1,Chr,Chr + Pla
ChrNZ_CP061832.1|2887|WP_004224342.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061832.1,Chr,Chr + Pla
ChrNZ_CP061842.1|2655|WP_064146259.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061842.1,Chr,Chr + Pla
ChrNZ_CP061948.1|2791|WP_014907727.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061948.1,Chr,Chr + Pla
ChrNZ_CP061952.1|2840|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061952.1,Chr,Chr + Pla
ChrNZ_CP061957.1|2896|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061957.1,Chr,Chr + Pla
ChrNZ_CP061961.1|2428|WP_002902148.1,ChrNC_016845.1|2298|YP_005226598.1,123,1323,NZ_CP061961.1,Chr,Chr + Pla
